,strong_aer,mid_aer,weak_aer,minus1_lb_aer
1358,True,False,False,False
1359,False,False,False,False
1360,False,True,False,False
1361,True,False,False,False
1362,False,False,False,True
1363,True,False,False,False
1364,False,True,False,False
1365,False,False,False,False
1366,True,False,False,False
1367,False,True,False,True
1368,False,False,False,True
1369,False,False,False,False
1370,False,True,False,False
1371,False,True,False,False
1372,False,True,False,True
1373,False,False,False,False
1374,False,False,False,False
1375,False,False,False,True
1376,False,False,False,False
1377,False,False,False,False
1378,False,False,True,True
1379,False,True,False,True
1380,False,True,False,False
1381,False,True,False,False
1382,False,False,False,False
1383,False,False,False,False
1384,False,True,False,True
1385,False,False,False,False
1386,False,False,True,True
1387,False,True,False,False
1388,False,False,False,False
1389,False,False,False,False
1390,False,True,False,False
1391,False,False,False,True
1392,False,False,False,False
1393,False,False,False,False
1394,False,False,False,True
1395,False,False,False,False
1396,True,False,False,False
1397,False,False,False,False
1398,True,False,False,False
1399,False,False,False,True
1400,False,False,False,True
1401,True,False,False,False
1402,False,False,False,False
1403,False,False,False,True
1404,False,True,False,False
1405,True,False,False,False
1406,False,False,False,False
1407,False,True,False,False
1408,True,False,False,False
1409,True,False,False,False
1410,False,False,False,False
1411,False,False,False,True
1412,False,False,False,False
1413,False,False,False,True
1414,True,False,False,False
1415,False,False,False,False
1416,False,False,False,False
1417,False,False,False,False
1418,False,False,False,False
1419,False,False,False,False
1420,False,False,False,False
1421,False,False,False,False
1422,False,False,False,False
1423,False,False,False,False
1424,False,False,False,False
1425,False,True,False,False
1426,False,False,False,False
1427,False,False,False,False
1428,True,False,False,False
1429,False,False,False,True
1430,False,False,False,True
1431,True,False,False,False
1432,False,True,False,False
1433,True,False,False,False
1434,True,False,False,False
1435,False,False,False,False
1436,False,False,False,False
1437,False,False,False,False
1438,False,False,False,False
1439,False,False,False,False
1440,False,True,False,True
1441,False,False,False,False
1442,False,False,False,False
1443,False,False,False,False
1444,False,False,False,True
1445,True,False,False,False
1446,False,True,False,False
1447,False,True,False,False
1448,False,True,False,False
1449,False,False,True,True
1450,False,False,False,False
1451,False,False,False,False
1452,False,False,False,True
1453,True,False,False,False
1454,True,False,False,False
1455,False,False,False,False
1456,False,True,False,False
1457,False,False,False,True
1458,False,False,False,False
1459,False,False,False,False
1460,False,True,False,False
1461,False,False,False,True
1462,False,False,False,False
1463,False,True,False,True
1464,False,True,False,True
1465,False,False,False,False
1466,False,False,False,False
1467,False,True,False,True
1468,False,True,False,False
1469,False,False,False,False
1470,False,True,False,False
1471,False,False,False,False
1472,False,False,False,False
1473,False,False,False,True
1474,True,False,False,False
1475,False,False,False,False
1476,False,True,False,True
1477,False,False,False,False
1478,False,True,False,False
1479,False,False,False,False
1480,False,True,False,True
1481,True,False,False,False
1482,False,True,False,True
1483,False,False,False,False
1484,False,True,False,False
1485,False,False,False,True
1486,False,True,False,True
1487,False,True,False,True
1488,False,False,False,False
1489,True,False,False,False
1490,False,False,False,False
1491,False,False,False,True
1492,True,False,False,False
1493,False,False,False,True
1494,True,False,False,False
1495,False,False,False,False
1496,False,False,True,True
1497,False,False,False,False
1498,False,False,False,True
1499,False,False,False,False
1500,True,False,False,False
1501,False,False,False,True
1502,False,False,False,False
1503,True,False,False,False
1504,False,False,False,False
1505,True,False,False,False
1506,False,True,False,True
1507,False,False,False,True
1508,False,True,False,False
1509,False,False,False,False
1510,False,True,False,False
1511,False,True,False,True
1512,False,False,False,True
1513,False,True,False,True
1514,False,True,False,True
1515,False,False,False,False
1516,False,False,False,False
1517,True,False,False,False
1518,False,False,False,False
1519,False,True,False,False
1520,True,False,False,False
1521,False,False,False,False
1522,False,False,False,False
1523,False,False,False,True
1524,False,False,False,False
1525,False,False,False,False
1526,False,True,False,False
1527,False,True,False,False
1528,False,False,False,False
1529,False,False,False,False
1530,True,False,False,False
1531,False,False,False,True
1532,False,False,False,False
1533,False,True,False,True
1534,False,False,True,True
1535,False,False,False,False
1536,False,False,False,False
1537,False,True,False,True
1538,False,True,False,False
1539,False,False,True,True
1540,True,False,False,False
1541,False,True,False,False
1542,False,False,False,False
1543,False,False,False,False
1544,False,False,False,False
1545,False,False,False,True
1546,False,False,False,True
1547,False,False,False,False
1548,False,True,False,False
1549,False,False,False,False
1550,False,False,False,False
1551,False,False,False,False
1552,False,True,False,False
1553,False,False,False,False
1554,False,True,False,True
1555,False,True,False,True
1556,False,False,False,True
1557,False,False,True,True
1558,False,False,False,False
1559,False,False,False,True
1560,False,False,False,False
1561,True,False,False,False
1562,False,True,False,True
1563,False,False,False,True
1564,True,False,False,False
1565,False,False,False,True
1566,False,False,False,True
1567,False,False,False,False
1568,False,False,False,False
1569,False,True,False,False
1570,False,True,False,False
1571,False,False,False,False
1572,False,False,False,False
1573,False,True,False,False
1574,False,False,False,True
1575,False,False,False,False
1576,False,False,False,False
1577,False,True,False,False
1578,False,False,False,True
1579,False,False,False,False
1580,False,False,True,True
1581,False,False,False,False
1582,False,True,False,True
1583,False,True,False,False
1584,False,False,False,False
1585,False,False,False,False
1586,False,True,False,True
1587,False,True,False,True
1588,False,True,False,False
1589,False,False,False,False
1590,False,False,False,False
1591,False,True,False,False
1592,False,True,False,False
1593,False,True,False,False
1594,True,False,False,False
1595,False,False,False,True
1596,False,False,False,False
1597,False,True,False,False
1598,False,False,False,False
1599,False,False,False,False
1600,False,False,False,False
1601,False,False,False,False
1602,False,False,False,False
1603,False,True,False,True
1604,False,False,False,False
1605,False,False,False,False
1606,False,True,False,False
1607,True,False,False,False
1608,False,False,False,True
1609,False,False,False,True
1610,False,True,False,True
1611,False,False,False,False
1612,True,False,False,False
1613,False,False,False,True
1614,False,True,False,False
1615,False,False,True,True
1616,False,True,False,True
1617,True,False,False,False
1618,False,True,False,True
1619,False,True,False,False
1620,False,False,False,False
1621,False,False,False,False
1622,False,False,False,False
1623,True,False,False,False
1624,True,False,False,False
1625,False,False,False,True
1626,False,False,False,False
1627,False,False,False,True
1628,False,False,False,False
1629,False,True,False,True
1630,False,True,False,False
1631,True,False,False,False
1632,False,False,False,True
1633,False,False,False,True
1634,False,False,True,True
1635,False,True,False,False
1636,False,False,False,True
1637,False,False,False,False
1638,False,True,False,False
1639,False,False,False,False
1640,False,False,False,True
1641,False,True,False,False
1642,True,False,False,False
1643,False,True,False,True
1644,False,False,False,False
1645,False,True,False,False
1646,True,False,False,False
1647,True,False,False,False
1648,False,True,False,False
1649,False,False,True,True
1650,False,False,False,False
1651,False,True,False,False
1652,True,False,False,False
1653,False,False,False,True
1654,False,False,False,False
1655,False,True,False,True
1656,False,True,False,True
1657,False,False,False,True
1658,False,False,False,False
1659,False,False,False,False
1660,False,True,False,True
1661,False,False,False,False
1662,True,False,False,False
1663,True,False,False,False
1664,False,False,False,False
1665,False,True,False,False
1666,False,False,False,True
1667,False,False,False,True
1668,False,False,False,True
1669,True,False,False,False
1670,False,True,False,True
1671,False,True,False,True
1672,False,True,False,True
1673,True,False,False,False
1674,False,False,False,True
1675,False,True,False,True
1676,False,False,False,True
1677,False,False,False,False
1678,False,False,False,False
1679,False,False,False,True
1680,True,False,False,False
1681,False,True,False,False
1682,False,False,False,True
1683,True,False,False,False
1684,True,False,False,False
1685,True,False,False,False
1686,False,False,False,False
1687,False,False,False,True
1688,False,False,False,True
1689,True,False,False,False
1690,False,False,False,False
1691,False,False,False,False
1692,False,True,False,True
1693,True,False,False,False
1694,False,True,False,True
1695,False,True,False,False
1696,False,True,False,False
1697,False,False,False,False
1698,False,False,False,False
1699,False,False,False,False
1700,False,False,False,False
1701,False,True,False,False
1702,False,True,False,False
1703,False,False,False,False
1704,False,True,False,True
1705,False,False,False,False
1706,False,False,False,True
1707,False,False,False,False
1708,False,True,False,False
1709,False,False,False,False
1710,True,False,False,False
1711,False,False,False,True
1712,True,False,False,False
1713,False,True,False,False
1714,False,False,False,True
1715,False,True,False,True
1716,False,False,False,False
1717,False,False,False,True
1718,False,True,False,True
1719,True,False,False,False
1720,True,False,False,False
1721,False,False,False,False
1722,True,False,False,False
1723,False,True,False,False
1724,False,False,False,True
1725,False,True,False,False
1726,False,True,False,True
1727,False,True,False,False
1728,False,True,False,True
1729,False,False,False,False
1730,False,False,False,False
1731,False,False,False,False
1732,False,False,False,False
1733,False,False,False,True
1734,False,False,False,True
1735,False,True,False,False
1736,False,False,False,True
1737,False,False,False,False
1738,False,False,False,False
1739,False,True,False,False
1740,False,False,False,False
1741,False,False,True,True
1742,False,False,False,False
1743,False,False,False,False
1744,False,False,False,False
1745,False,True,False,True
1746,False,True,False,False
1747,False,False,False,False
1748,False,True,False,False
1749,False,False,False,True
1750,False,True,False,True
1751,True,False,False,False
1752,False,True,False,False
1753,False,False,False,False
1754,False,False,False,False
1755,False,True,False,False
1756,False,True,False,False
1757,False,True,False,True
1758,False,False,False,True
1759,False,False,False,False
1760,False,False,False,True
1761,True,True,False,False
1762,False,False,False,False
1763,True,False,False,False
1764,False,False,False,True
1765,True,False,False,False
1766,False,True,False,False
1767,False,True,False,True
1768,True,False,False,False
1769,False,True,False,False
1770,False,True,False,False
1771,False,False,False,False
1772,False,False,False,False
1773,False,True,False,True
1774,False,False,False,False
1775,False,False,False,True
1776,True,False,False,False
1777,False,True,False,True
1778,False,False,False,False
1779,False,True,False,True
1780,False,False,False,False
1781,True,False,False,False
1782,False,False,False,False
1783,True,False,False,False
1784,False,True,False,False
1785,False,True,False,False
1786,False,False,True,True
1787,False,True,False,True
1788,False,False,False,False
1789,False,False,False,False
1790,False,False,False,False
1791,False,False,False,False
1792,False,False,False,False
1793,False,False,False,False
1794,True,False,False,False
1795,True,False,False,False
1796,False,True,False,True
1797,False,False,False,False
1798,False,False,False,False
1799,False,True,False,True
1800,False,False,False,False
1801,False,False,False,False
1802,False,False,False,False
1803,False,False,False,False
1804,False,False,False,True
1805,False,True,False,True
1806,False,False,False,False
1807,False,False,False,False
1808,False,False,False,True
1809,False,False,True,True
1810,True,False,False,False
1811,True,False,False,False
1812,False,False,False,False
1813,False,False,False,True
1814,False,False,False,True
1815,True,False,False,False
1816,False,True,False,True
1817,False,True,False,False
1818,True,False,False,False
1819,False,False,True,True
1820,False,True,False,False
1821,False,False,False,False
1822,False,False,False,False
1823,False,False,False,False
1824,False,True,False,True
1825,False,False,False,False
1826,False,False,False,False
1827,False,True,False,False
1828,False,False,False,True
1829,False,False,False,False
1830,False,False,False,True
1831,False,True,False,True
1832,True,False,False,False
1833,False,True,False,True
1834,False,False,False,False
1835,False,True,False,False
1836,False,True,False,True
1837,False,False,False,False
1838,False,True,False,True
1839,False,False,False,False
1840,False,False,False,False
1841,True,False,False,False
1842,False,False,False,False
1843,False,False,False,False
1844,False,False,False,False
1845,True,False,False,False
1846,True,False,False,False
1847,False,True,False,False
1848,False,True,False,True
1849,True,False,False,False
1850,False,True,False,True
1851,False,True,False,False
1852,False,False,False,False
1853,False,True,False,True
1854,True,False,False,False
1855,False,False,False,False
1856,True,False,False,False
1857,False,False,False,False
1858,False,True,False,True
1859,False,False,False,False
1860,False,False,False,False
1861,True,False,False,False
1862,True,False,False,False
1863,False,True,False,True
1864,False,True,False,False
1865,False,False,False,False
1866,False,True,False,True
1867,False,False,False,False
1868,False,False,False,True
1869,False,False,False,True
1870,False,False,False,False
1871,False,False,False,False
1872,False,False,False,False
1873,True,False,False,False
1874,False,True,False,True
1875,False,False,False,False
1876,False,True,False,True
1877,False,True,False,False
1878,False,False,False,True
1879,False,True,False,True
1880,False,True,False,False
1881,False,False,False,True
1882,False,False,False,False
1883,False,True,False,True
1884,False,False,False,False
1885,False,False,False,False
1886,False,False,False,False
1887,False,False,False,False
1888,False,False,False,True
1889,False,False,False,False
1890,False,False,False,True
1891,False,True,False,False
1892,False,False,False,False
1893,False,False,False,False
1894,False,False,True,True
1895,False,False,True,True
1896,False,False,False,False
1897,False,True,False,False
1898,False,False,True,True
1899,False,False,False,False
1900,True,False,False,False
1901,True,False,False,False
1902,False,False,False,False
1903,False,False,False,False
1904,False,False,False,True
1905,True,False,False,False
1906,True,False,False,False
1907,False,True,False,False
1908,True,False,False,False
1909,True,False,False,False
1910,False,False,False,False
1911,False,False,False,False
1912,False,True,False,True
1913,False,False,False,False
1914,False,True,False,True
1915,False,True,False,False
1916,False,False,False,True
1917,False,False,False,False
1918,False,False,False,False
1919,False,False,False,True
1920,False,False,False,False
1921,False,True,False,False
1922,False,False,False,False
1923,False,True,False,True
1924,True,False,False,False
1925,False,False,False,True
1926,True,False,False,False
1927,False,False,False,False
1928,False,False,False,False
1929,False,False,False,False
1930,False,False,True,True
1931,False,False,False,True
1932,False,True,False,True
1933,False,False,False,False
1934,False,False,False,False
1935,False,False,False,False
1936,False,True,False,True
1937,True,False,False,False
1938,True,False,False,False
1939,False,True,False,False
1940,False,False,True,True
1941,False,True,False,True
1942,False,False,True,True
1943,True,False,False,False
1944,False,True,False,False
1945,True,False,False,False
1946,False,False,False,False
1947,False,False,False,True
1948,True,False,False,False
1949,False,True,False,False
1950,False,False,False,False
1951,False,False,False,True
1952,True,False,False,False
1953,False,False,False,False
1954,False,False,False,False
1955,False,False,False,False
1956,False,False,False,True
1957,False,False,False,True
1958,False,False,False,True
1959,False,True,False,True
1960,False,False,False,False
1961,False,False,False,False
1962,False,False,False,False
1963,False,False,False,True
1964,False,True,False,False
1965,False,True,False,False
1966,False,False,False,False
1967,False,True,False,True
1968,False,False,False,False
1969,False,True,False,False
1970,False,True,False,True
1971,False,False,False,True
1972,False,False,True,True
1973,True,False,False,False
1974,True,False,False,False
1975,False,False,False,False
1976,False,True,False,False
1977,False,False,False,False
1978,False,False,False,False
1979,False,False,False,True
1980,False,True,False,False
1981,False,False,False,False
1982,False,True,False,False
1983,False,False,False,True
1984,False,True,False,False
1985,False,False,False,False
1986,False,False,False,False
1987,False,True,False,False
1988,False,False,False,False
1989,False,False,False,False
1990,True,False,False,False
1991,False,True,False,True
1992,False,False,False,False
1993,False,False,False,True
1994,True,False,False,False
1995,False,False,False,True
1996,False,True,False,True
1997,False,False,False,True
1998,False,False,False,True
1999,False,False,False,False
2000,False,False,False,False
2001,False,True,False,False
2002,False,False,False,False
2003,False,False,False,False
2004,False,False,False,False
2005,False,True,False,False
2006,True,False,False,False
2007,True,False,False,False
2008,False,False,False,False
2009,False,True,False,True
2010,False,False,False,False
2011,False,True,False,True
2012,False,False,False,False
2013,False,True,False,True
2014,True,False,False,False
2015,False,True,False,False
2016,False,False,False,False
2017,False,False,False,False
2018,False,True,False,False
2019,False,False,False,True
2020,False,False,False,True
2021,False,True,False,False
2022,False,False,False,False
2023,True,False,False,False
2024,False,True,False,True
2025,False,False,False,False
2026,False,False,False,False
2027,False,False,False,False
2028,False,False,False,False
2029,False,True,False,False
2030,False,False,False,False
2031,False,False,False,True
2032,True,False,False,False
2033,False,False,False,False
2034,False,False,False,False
2035,False,True,False,False
2036,False,True,False,False
2037,True,False,False,False
2038,False,False,False,True
2039,False,True,False,True
2040,False,False,False,True
2041,False,False,False,True
2042,False,False,False,False
2043,False,False,False,False
2044,False,False,False,False
2045,False,False,False,False
2046,False,False,False,False
2047,False,True,False,False
2048,False,True,False,True
2049,False,False,False,False
2050,False,True,False,True
2051,False,False,False,False
2052,False,True,False,False
2053,False,False,True,True
2054,False,False,False,False
2055,False,False,False,False
2056,False,False,False,False
2057,False,False,False,True
2058,False,False,False,False
2059,False,False,True,True
2060,False,False,False,False
2061,False,True,False,False
2062,False,False,False,True
2063,False,True,False,True
2064,True,False,False,False
2065,False,False,False,False
2066,False,False,False,False
2067,False,False,False,False
2068,False,False,False,True
2069,False,True,False,False
2070,True,False,False,False
2071,True,False,False,False
2072,True,False,False,False
2073,False,False,False,False
2074,True,False,False,False
2075,False,True,False,True
2076,True,False,False,False
2077,False,False,False,False
2078,True,False,False,False
2079,False,False,False,True
2080,True,False,False,False
2081,False,True,False,True
2082,False,True,False,True
2083,True,False,False,False
2084,False,False,False,True
2085,False,False,False,False
2086,False,False,False,False
2087,False,False,False,False
2088,False,False,False,False
2089,False,False,False,False
2090,False,False,False,False
2091,False,False,False,True
2092,False,True,False,True
2093,False,False,False,False
2094,True,False,False,False
2095,False,False,False,True
2096,False,False,True,True
2097,False,False,False,True
2098,False,False,False,True
2099,False,True,False,False
2100,False,True,False,False
2101,False,False,False,False
2102,True,False,False,False
2103,False,False,False,False
2104,False,False,False,False
2105,False,True,False,False
2106,False,True,False,True
2107,False,False,False,False
2108,False,False,False,True
2109,False,False,False,False
2110,False,False,False,False
2111,False,False,False,False
2112,False,False,False,False
2113,False,False,False,False
2114,False,False,False,True
2115,True,False,False,False
2116,False,True,False,True
2117,True,False,False,False
2118,False,True,False,True
2119,False,True,False,True
2120,False,True,False,False
2121,False,True,False,True
2122,False,False,False,False
2123,False,False,False,False
2124,False,False,False,False
2125,False,False,False,False
2126,False,False,False,True
2127,True,False,False,False
2128,True,False,False,False
2129,False,False,False,False
2130,False,False,False,False
2131,False,True,False,False
2132,False,False,False,False
2133,False,False,False,False
2134,False,False,False,False
2135,False,False,False,False
2136,False,True,False,False
2137,False,False,False,True
2138,False,False,False,False
2139,False,True,False,True
2140,False,False,False,False
2141,False,False,False,False
2142,False,False,True,True
2143,False,True,False,False
2144,False,False,False,False
2145,False,True,False,True
2146,False,True,False,False
2147,False,False,False,False
2148,False,True,False,False
2149,True,False,False,False
2150,False,False,False,False
2151,False,False,False,False
2152,False,False,False,False
2153,False,False,False,False
2154,False,False,False,False
2155,False,False,False,False
2156,False,False,False,True
2157,True,False,False,False
2158,False,False,False,True
2159,False,True,False,False
2160,False,False,False,False
2161,False,False,False,False
2162,False,False,False,False
2163,False,False,False,False
2164,False,True,False,True
2165,True,False,False,False
2166,False,False,False,False
2167,False,False,False,True
2168,False,False,False,False
2169,False,False,False,True
2170,False,False,False,False
2171,True,False,False,False
2172,False,False,True,True
2173,False,False,False,False
2174,True,False,False,False
2175,False,False,False,False
2176,True,False,False,False
2177,False,False,False,False
2178,False,True,False,False
2179,False,True,False,True
2180,True,False,False,False
2181,False,False,False,False
2182,True,False,False,False
2183,False,True,False,False
2184,False,False,False,False
2185,False,False,False,False
2186,False,False,False,False
2187,False,False,False,False
2188,True,False,False,False
2189,False,True,False,True
2190,False,False,False,False
2191,False,True,False,True
2192,True,False,False,False
2193,False,False,True,True
2194,False,True,False,False
2195,False,True,False,False
2196,False,False,False,False
2197,False,True,False,False
2198,False,False,False,False
2199,False,False,False,False
2200,False,False,False,False
2201,True,False,False,False
2202,True,False,False,False
2203,True,False,False,False
2204,False,True,False,False
2205,False,False,False,False
2206,False,True,False,True
2207,False,False,False,False
2208,True,False,False,False
2209,False,False,True,True
2210,False,True,False,False
2211,False,False,False,False
2212,False,False,True,True
2213,False,False,False,True
2214,True,False,False,False
2215,True,False,False,False
2216,False,False,False,False
2217,False,False,False,False
2218,True,False,False,False
2219,False,True,False,True
2220,True,False,False,False
2221,False,False,False,True
2222,False,False,False,True
2223,False,True,False,True
2224,True,False,False,False
2225,False,True,False,True
2226,False,False,False,False
2227,False,True,False,False
2228,True,False,False,False
2229,False,False,False,False
2230,False,False,False,True
2231,False,False,False,False
2232,False,True,False,True
2233,False,True,False,True
2234,False,True,False,False
2235,False,True,False,False
2236,False,True,False,False
2237,False,True,False,True
2238,False,True,False,False
2239,True,False,False,False
2240,False,True,False,False
2241,True,False,False,False
2242,False,False,False,True
2243,False,True,False,False
2244,False,False,False,False
2245,False,False,False,True
2246,False,True,False,False
2247,False,True,False,False
2248,False,False,False,False
2249,False,True,False,False
2250,False,True,False,False
2251,False,True,False,False
2252,True,False,False,False
2253,False,False,False,True
2254,False,True,False,False
2255,False,True,False,False
2256,False,True,False,True
2257,False,False,False,True
2258,False,True,False,True
2259,False,True,False,True
2260,False,True,False,False
2261,False,False,False,False
2262,False,False,False,False
2263,False,False,False,True
2264,False,False,False,False
2265,False,False,False,False
2266,False,False,False,True
2267,False,False,False,True
2268,False,False,True,True
2269,False,False,False,False
2270,False,True,False,False
2271,False,True,False,False
2272,False,True,False,True
2273,False,False,False,False
2274,False,False,False,True
2275,False,True,False,True
2276,False,False,False,False
2277,False,True,False,False
2278,False,True,False,False
2279,False,True,False,False
2280,False,False,False,True
2281,False,False,False,False
2282,False,False,False,True
2283,False,False,False,False
2284,False,True,False,True
2285,False,False,False,False
2286,False,False,False,False
2287,True,False,False,False
2288,False,True,False,False
2289,True,False,False,False
2290,False,False,False,False
2291,False,False,False,True
2292,True,False,False,False
2293,False,False,False,True
2294,False,False,True,True
2295,False,False,False,False
2296,False,False,True,True
2297,False,False,False,False
2298,False,True,False,False
2299,False,False,False,False
2300,False,False,False,False
2301,True,False,False,False
2302,True,False,False,False
2303,False,True,False,False
2304,False,False,False,False
2305,False,True,False,False
2306,False,True,False,True
2307,False,False,False,True
2308,False,True,False,False
2309,False,False,False,True
2310,False,False,False,False
2311,False,True,False,False
2312,False,False,False,False
2313,False,False,False,False
2314,False,False,False,False
2315,False,True,False,True
2316,False,False,False,True
2317,False,True,False,True
2318,False,False,False,False
2319,False,False,False,False
2320,False,False,False,False
2321,False,False,False,False
2322,False,False,False,True
2323,False,False,False,False
2324,False,False,False,True
2325,False,True,False,True
2326,False,False,False,False
2327,False,False,False,False
2328,False,True,False,False
2329,False,False,False,False
2330,False,False,False,True
2331,False,False,False,False
2332,False,False,False,False
2333,False,True,False,False
2334,False,False,True,True
2335,False,True,False,False
2336,False,True,False,False
2337,False,False,False,True
2338,False,False,False,False
2339,False,False,False,False
2340,False,True,False,True
2341,False,True,False,True
2342,False,True,False,False
2343,False,True,False,False
2344,True,False,False,False
2345,False,False,False,False
2346,False,True,False,True
2347,True,False,False,False
2348,False,False,False,False
2349,True,False,False,False
2350,False,False,False,False
2351,False,True,False,False
2352,False,True,False,True
2353,False,True,False,True
2354,False,True,False,False
2355,True,False,False,False
2356,False,False,False,False
2357,False,False,False,True
2358,False,True,False,True
2359,False,False,False,False
2360,False,True,False,True
2361,False,True,False,False
2362,False,False,False,False
2363,False,False,False,False
2364,False,False,False,False
2365,False,False,False,False
2366,False,False,False,True
2367,False,False,False,False
2368,True,False,False,False
2369,False,False,True,True
2370,True,False,False,False
2371,True,False,False,False
2372,True,False,False,False
2373,True,False,False,False
2374,False,False,False,False
2375,False,False,False,True
2376,False,False,False,False
2377,False,True,False,True
2378,False,True,False,False
2379,False,False,False,True
2380,False,True,False,False
2381,True,False,False,False
2382,False,True,False,True
2383,False,False,False,False
2384,False,True,False,False
2385,False,False,False,True
2386,False,True,False,False
2387,False,True,False,False
2388,False,True,False,False
2389,False,True,False,True
2390,False,True,False,False
2391,False,False,False,False
2392,False,True,False,True
2393,True,False,False,False
2394,False,True,False,False
2395,False,True,False,True
2396,False,False,False,True
2397,False,True,False,True
2398,True,False,False,False
2399,False,False,False,False
2400,True,False,False,False
2401,False,True,False,False
2402,False,False,False,False
2403,True,False,False,False
2404,False,False,False,False
2405,False,False,True,True
2406,True,False,False,False
2407,False,True,False,True
2408,True,False,False,False
2409,False,True,False,True
2410,False,False,True,True
2411,False,True,False,True
2412,True,False,False,False
2413,False,False,False,True
2414,False,False,True,True
2415,False,False,False,False
2416,False,False,False,False
2417,False,True,False,False
2418,False,False,False,False
2419,True,False,False,False
2420,False,False,False,False
2421,False,True,False,False
2422,False,False,False,False
2423,False,True,False,True
2424,False,False,True,True
2425,False,False,False,True
2426,False,False,True,True
2427,False,False,False,False
2428,False,True,False,True
2429,False,False,False,False
2430,False,False,False,False
2431,False,True,False,True
2432,False,True,False,False
2433,False,False,False,False
2434,False,False,False,False
2435,False,True,False,True
2436,False,False,False,False
2437,False,False,False,True
2438,False,True,False,True
2439,False,True,False,False
2440,False,False,False,False
2441,False,False,True,True
2442,False,False,False,True
2443,False,False,False,False
2444,False,False,False,False
2445,False,False,False,False
2446,True,False,False,False
2447,False,False,False,True
2448,False,True,False,True
2449,False,False,False,True
2450,False,False,False,False
2451,False,False,False,False
2452,False,False,False,False
2453,True,False,False,False
2454,False,False,False,False
2455,False,False,False,False
2456,False,True,False,False
2457,False,False,True,True
2458,False,False,False,False
2459,False,True,False,True
2460,False,True,False,False
2461,False,False,False,True
2462,False,True,False,True
2463,False,False,False,True
2464,False,True,False,False
2465,False,False,False,False
2466,False,True,False,True
2467,False,False,False,False
2468,False,True,False,False
2469,False,False,False,True
2470,False,False,False,False
2471,True,False,False,False
2472,True,False,False,False
2473,False,False,False,False
2474,False,False,False,False
2475,False,True,False,True
2476,False,False,False,False
2477,True,False,False,False
2478,False,False,False,False
2479,False,True,False,True
2480,False,True,False,False
2481,False,False,False,True
2482,False,True,False,False
2483,True,False,False,False
2484,True,False,False,False
2485,False,False,False,False
2486,False,False,False,False
2487,False,False,False,True
2488,False,False,False,False
2489,True,False,False,False
2490,False,True,False,False
2491,False,True,False,False
2492,False,True,False,True
2493,False,False,False,True
2494,False,True,False,True
2495,False,True,False,True
2496,False,False,False,False
2497,False,True,False,True
2498,False,True,False,True
2499,False,False,False,False
2500,False,True,False,True
2501,False,False,False,True
2502,False,False,False,True
2503,False,True,False,False
2504,False,False,False,False
2505,False,False,False,True
2506,True,False,False,False
2507,False,False,False,True
2508,False,False,False,True
2509,False,False,False,False
2510,False,True,False,True
2511,True,False,False,False
2512,False,False,False,False
2513,False,False,True,True
2514,False,False,False,False
2515,False,True,False,False
2516,False,False,False,False
2517,False,True,False,True
2518,True,False,False,False
2519,False,False,False,False
2520,False,True,False,True
2521,False,False,True,True
2522,False,False,False,True
2523,False,False,False,False
2524,False,True,False,False
2525,True,False,False,False
2526,False,False,False,False
2527,False,False,False,False
2528,False,True,False,False
2529,False,False,False,True
2530,False,False,False,True
2531,False,False,False,False
2532,False,False,False,False
2533,False,False,True,True
2534,False,False,False,True
2535,False,False,False,True
2536,False,False,False,False
2537,False,True,False,True
2538,False,True,False,True
2539,True,False,False,False
2540,False,False,False,False
2541,True,False,False,False
2542,False,False,False,False
2543,False,True,False,True
2544,True,False,False,False
2545,False,False,False,False
2546,True,False,False,False
2547,False,False,False,False
2548,False,False,False,False
2549,True,False,False,False
2550,False,False,False,True
2551,True,False,False,False
2552,False,False,False,False
2553,False,False,False,False
2554,True,False,False,False
2555,False,True,False,False
2556,False,True,False,False
2557,False,True,False,False
2558,False,True,False,False
2559,False,False,False,False
2560,False,False,False,False
2561,False,True,False,True
2562,False,True,False,False
2563,False,False,False,False
2564,False,True,False,False
2565,False,False,False,False
2566,True,False,False,False
2567,False,True,False,True
2568,False,False,False,False
2569,False,True,False,True
2570,False,False,False,False
2571,False,False,False,False
2572,False,False,False,False
2573,False,False,False,False
2574,False,False,True,True
2575,True,False,False,False
2576,False,False,False,True
2577,False,False,False,True
2578,False,False,False,False
2579,True,False,False,False
2580,True,False,False,False
2581,False,True,False,True
2582,False,False,False,False
2583,False,False,False,True
2584,False,True,False,False
2585,False,False,False,False
2586,False,False,False,False
2587,False,True,False,False
2588,False,True,False,True
2589,False,True,False,False
2590,False,False,False,False
2591,False,False,False,True
2592,False,False,False,True
2593,False,False,False,True
2594,False,False,False,False
2595,False,False,False,False
2596,False,False,False,False
2597,False,False,False,True
2598,False,True,False,True
2599,False,True,False,False
2600,False,True,False,True
2601,False,True,False,True
2602,False,True,False,True
2603,False,False,False,True
2604,False,False,False,False
2605,False,True,False,True
2606,False,True,False,False
2607,False,True,False,True
2608,True,False,False,False
2609,False,False,False,False
2610,False,False,False,True
2611,False,False,False,False
2612,False,False,False,True
2613,True,False,False,False
2614,False,True,False,True
2615,False,True,False,False
2616,False,False,False,True
2617,False,False,False,False
2618,False,True,False,True
2619,True,False,False,False
2620,True,False,False,False
2621,False,True,False,True
2622,True,False,False,False
2623,False,False,False,False
2624,False,False,False,False
2625,False,True,False,False
2626,False,False,False,True
2627,False,True,False,False
